x(ps)	2y
0	264
100000000000	302
200000000000	265
300000000000	322
400000000000	297
500000000000	282
600000000000	287
700000000000	315
800000000000	281
900000000000	297
1000000000000	302
1100000000000	291
1200000000000	284
1300000000000	288
1400000000000	280
1500000000000	271
1600000000000	295
1700000000000	296
1800000000000	305
1900000000000	321
2000000000000	301
2100000000000	283
2200000000000	266
2300000000000	304
2400000000000	285
2500000000000	268
2600000000000	258
2700000000000	287
2800000000000	300
2900000000000	323
3000000000000	294
3100000000000	269
3200000000000	313
3300000000000	270
3400000000000	286
3500000000000	276
3600000000000	278
3700000000000	284
3800000000000	283
3900000000000	277
4000000000000	307
4100000000000	282
4200000000000	282
4300000000000	310
4400000000000	301
4500000000000	281
4600000000000	301
4700000000000	283
4800000000000	295
4900000000000	276
5000000000000	291
5100000000000	289
5200000000000	295
5300000000000	274
5400000000000	276
5500000000000	313
5600000000000	265
5700000000000	267
5800000000000	290
5900000000000	313
6000000000000	288
6100000000000	267
6200000000000	288
6300000000000	251
6400000000000	305
6500000000000	266
6600000000000	275
6700000000000	276
6800000000000	300
6900000000000	312
7000000000000	294
7100000000000	303
7200000000000	294
7300000000000	280
7400000000000	287
7500000000000	270
7600000000000	285
7700000000000	258
7800000000000	305
7900000000000	289
8000000000000	281
8100000000000	282
8200000000000	296
8300000000000	264
8400000000000	304
8500000000000	273
8600000000000	263
8700000000000	268
8800000000000	295
8900000000000	281
9000000000000	297
9100000000000	298
9200000000000	282
9300000000000	302
9400000000000	259
9500000000000	287
9600000000000	284
9700000000000	250
9800000000000	258
9900000000000	287
